categoria;marca;modelo;versao;motor;propulsao;transmissao;ar_condicionado;combustivel;consumo_cidade;consumo_estrada;consumo_cidade_2;consumo_estrada_2;consumo_eletrico_cidade;consumo_eletrico_estrada;consumo_vehp_flex_cidade;consumo_vehp_flex_estrada;consumo_energetico_mj_km;autonomia_eletrica_km;classificacao_pbe;classificacao_geral;selo_conpet
Esportivo;FERRARI;296;GTS;3.0-24V;Plug-in;DCT-8;S;G;;;6;8;8,8;13,1;;;1,97;11;D;C;-
Esportivo;FERRARI;ROMA;SPIDER;3.9-32V;Combustão;DCT-8;S;G;;;6,7;8,7;;;;;3,01;;E;E;-
Esportivo;FORD;Mustang Dark Horse;Dark Horse;5.0 V8 - 32V;Combustão;A-10;S;G;;;6,3;8,8;;;;;3,11;;E;E;-
Esportivo;FORD;Mustang;GT AT;5.0 V8 - 32V;Combustão;A-10;S;G;;;6,5;9;;;;;3,02;;E;E;-
Esportivo;MCLAREN;ARTURA;;3.0-24V;Plug-in;DCT-8;S;G;;;6,5;8,5;12,3;16,9;;;1,45;23;D;B;-
Esportivo;MCLAREN;ARTURA;SPIDER;3.0-24V;Plug-in;DCT-8;S;G;;;6,5;8,5;12,3;16,9;;;1,45;23;D;B;-
Esportivo;MCLAREN;750S;COUPE;4.0-32V;Combustão;DCT-8;S;G;;;5,9;7,4;;;;;3,46;;E;E;-
Esportivo;MCLAREN;750S;SPIDER;4.0-32V;Combustão;DCT-8;S;G;;;5,9;7,4;;;;;3,46;;E;E;-
Esportivo;Mercedes-Benz;AMG SL63S EP;;4.0-32V;Plug-in;A-9;S;G;;;6,2;7,4;7,8;10,8;;;2,27;9;D;D;-
Esportivo;Mercedes-Benz;AMG GT63S EP;2P;4.0-32V;Plug-in;A-9;S;G;;;6,4;7,6;11,5;11,4;;;1,77;9;D;C;-
Esportivo;Mercedes-Benz;AMG GT63S EP;;4.0-32V;Plug-in;A-9;S;G;;;6,4;7,5;9,8;11,1;;;1,96;9;D;C;-
Esportivo;MG;CYBERSTER;77 KWH AWD;Elétrico;Elétrico;A-1;S;E;;;;;38,9;33,9;;;0,56;342;A;A;-
Esportivo;PORSCHE;911;CARRERA;3.0-24V;Combustão;DCT-8;S;G;;;7;9,6;;;;;2,8;;E;E;-
Esportivo;PORSCHE;911;CARRERA C;3.0-24V;Combustão;DCT-8;S;G;;;7;9,6;;;;;2,8;;E;E;-
Esportivo;PORSCHE;911;CARRERA S;3.0-24V;Combustão;DCT-8;S;G;;;6,9;9,5;;;;;2,84;;E;E;-
Esportivo;PORSCHE;911;CARRERA SC;3.0-24V;Combustão;DCT-8;S;G;;;6,9;9,5;;;;;2,84;;E;E;-
Esportivo;PORSCHE;911;GT3 MANUAL;4.0-32V;Combustão;M-6;S;G;;;5,2;6,9;;;;;3,86;;E;E;-
Esportivo;PORSCHE;911;GT3 TOURMT;4.0-32V;Combustão;M-6;S;G;;;5,2;6,9;;;;;3,86;;E;E;-
Esportivo;PORSCHE;911;GT3;4.0-32V;Combustão;DCT-7;S;G;;;5,6;6,8;;;;;3,69;;E;E;-
Esportivo;PORSCHE;911;GT3TOURING;4.0-32V;Combustão;DCT-7;S;G;;;5,6;6,8;;;;;3,69;;E;E;-
Esportivo;PORSCHE;911;CAR T MT;3.0-24V;Combustão;M-6;S;G;;;6,9;9,4;;;;;2,86;;E;E;-
Esportivo;PORSCHE;911;CAR T MT 2;3.0-24V;Combustão;M-6;S;G;;;6,9;9,4;;;;;2,86;;E;E;-
Esportivo;PORSCHE;911;CAR T MTCA;3.0-24V;Combustão;M-6;S;G;;;6,9;9,4;;;;;2,86;;E;E;-
Esportivo;PORSCHE;911;TURBO S / TURBO S CA;3.6/24V;Hibrido;DCT-8;S;G;;;6,2;8,6;;;;;3,17;;E;E;-
Esportivo;PORSCHE;911;CARRERAGTS;3.6-24V;Híbrido;DCT-8;S;G;;;7,2;9,2;;;;;2,8;;E;E;-
Esportivo;PORSCHE;911;CAR GTS CA;3.6-24V;Híbrido;DCT-8;S;G;;;7,2;9,2;;;;;2,8;;E;E;-
Esportivo;PORSCHE;911;SPIRIT 70;3.6-24V;Híbrido;DCT-8;S;G;;;7,2;9,2;;;;;2,8;;E;E;-
Esportivo;PORSCHE;911;GT3 FA 90Y;4.0-32V;Combustão;M-6;S;G;;;5,2;6,9;;;;;3,86;;E;E;-
Esportivo;PORSCHE;911;TARGA 4GTS;3.6/24V;Hibrido;DCT-8;S;G;;;6,9;9,3;;;;;2,86;;E;E;-
Esportivo;PORSCHE;911;GT3 FA 90Y;4.0-32V;Combustão;M-6;S;G;;;5,2;6,9;;;;;3,86;;E;E;-
Esportivo;PORSCHE;911;TARGA 4GTS;3.6/24V;Hibrido;DCT-8;S;G;;;6,9;9,3;;;;;2,86;;E;E;-
Esportivo;PORSCHE;911;GT3 SC;4.0-32V;Combustão;M-6;S;G;;;5,2;6,9;;;;;3,86;;E;E;
Esportivo;PORSCHE;BOXSTER;GTS4.0;4.0-24V;Combustão;DCT-7;S;G;;;7,1;8,9;;;;;2,84;;E;E;-
Esportivo;PORSCHE;BOXSTER;25 ANOS;4.0-24V;Combustão;DCT-7;S;G;;;7,1;8,9;;;;;2,84;;E;E;-
Esportivo;PORSCHE;CAYMAN;GTS 4.0;4.0-24V;Combustão;DCT-7;S;G;;;7,1;8,9;;;;;2,84;;E;E;-
Esportivo;PORSCHE;PANAMERA;TPHEV;4.0-32V;Plug-in;DCT-8;S;G;;;7;8,7;20,1;22,5;;;0,96;61;C;A;-
Esportivo;PORSCHE;PANAMERA;TSEHY;4.0-32V;Plug-in;DCT-8;S;G;;;6,9;8,6;20,1;22,2;;;0,96;60;C;A;-
Esportivo;PORSCHE;PANAMERA;4EHYB;2.9-24V;Plug-in;DCT-8;S;G;;;8;9,2;22;23,3;;;0,9;63;C;A;-
Esportivo;PORSCHE;PANAMERA;4SEHY;2.9-24V;Plug-in;DCT-8;S;G;;;8,1;9,4;21;23,1;;;0,93;63;C;A;-
Esportivo;PORSCHE;TAYCAN;TURBO S;Elétrico;Elétrico;--;S;E;;;;;30,7;30,2;;;0,67;425;A;A;-
Esportivo;PORSCHE;TAYCAN;4S;Elétrico;Elétrico;--;S;E;;;;;30;28,5;;;0,69;415;A;A;-
Esportivo;PORSCHE;TAYCAN;4S BE;Elétrico;Elétrico;--;S;E;;;;;30;28,5;;;0,69;415;A;A;-
Esportivo;PORSCHE;TAYCAN;TURBOCT;Elétrico;Elétrico;--;S;E;;;;;30;28,5;;;0,69;415;A;A;-
Esportivo;PORSCHE;TAYCAN;4S CT;Elétrico;Elétrico;--;S;E;;;;;30;28,5;;;0,69;415;A;A;-
